"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6129","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5287","sequoiapay.io - Проверка главной страницы","Desktop Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","41508","vea.ru - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","2026-08-31","broken","2026-08-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","15177","copy.ru - Проверка меню каталога","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","9624","1-tm.ru - Проверка главной страницы","Desktop Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6361","vea.ru - Проверка главной страницы","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13682","mdmprint.ru - Проверка главной страницы","Desktop Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6046","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Desktop Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","11225","litera.studio - Проверка главной страницы","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","41384","vea.ru - Проверка меню услуг","Mobile Chrome","2026-08-31","broken","2026-08-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","17358","litera.studio - Проверка поиска","Desktop Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","31709","copy.ru - Проверка поиска","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","18281","copy.ru - Проверка главной страницы","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7908","1-tm.ru - Проверка бургер-меню","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","8990","litera.studio - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10776","1-tm.ru - Проверка поиска","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7484","litera.studio - Проверка бургер-меню","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6988","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","2026-08-31","passed","2026-08-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
