"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6254","1-tm.ru - Проверка главной страницы","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4066","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5997","1-tm.ru - Проверка бургер-меню","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5781","sequoiapay.io - Проверка главной страницы","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","12610","copy.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10609","1-tm.ru - Проверка поиска","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","12441","litera.studio - Проверка поиска","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","3982","vea.ru - Проверка меню услуг","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","41147","copy.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","2026-01-29","broken","2026-01-29","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","27221","copy.ru - Проверка поиска","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","3623","vea.ru - Проверка поп-апа ""Оставьте заявку""","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6007","litera.studio - Проверка бургер-меню","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5804","litera.studio - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4202","sequoiapay.io - Проверка главной страницы","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4871","vea.ru - Проверка главной страницы","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","22748","mdmprint.ru - Проверка меню каталога","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5571","1-tm.ru - Проверка бургер-меню","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","9020","litera.studio - Проверка главной страницы","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","23121","copy.ru - Проверка поиска","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4528","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","18830","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","8983","1-tm.ru - Проверка поиска","Desktop Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","21883","mdmprint.ru - Проверка меню каталога","Mobile Chrome","2026-01-29","passed","2026-01-29","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
