"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16426","copy.ru - Проверка меню каталога","Mobile Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","12843","mdmprint.ru - Проверка поиска","Mobile Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","9119","copy.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","9393","litera.studio - Проверка главной страницы","Mobile Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","19970","copy.ru - Проверка поиска","Desktop Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5730","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Mobile Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5746","litera.studio - Проверка бургер-меню","Mobile Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","22209","copy.ru - Проверка поиска","Mobile Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10733","1-tm.ru - Проверка поиска","Mobile Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5519","litera.studio - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","2026-09-01","passed","2026-09-01","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
