"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10194","litera.studio - Проверка главной страницы","Mobile Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4616","vea.ru - Проверка главной страницы","Desktop Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5736","sequoiapay.io - Проверка главной страницы","Mobile Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6553","1-tm.ru - Проверка главной страницы","Desktop Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","9232","1-tm.ru - Проверка поиска","Desktop Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10599","litera.studio - Проверка главной страницы","Desktop Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10351","mdmprint.ru - Проверка главной страницы","Mobile Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7952","mdmprint.ru - Проверка меню каталога","Mobile Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4462","sequoiapay.io - Проверка главной страницы","Desktop Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10916","copy.ru - Проверка меню каталога","Desktop Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6251","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","2026-08-28","passed","2026-08-28","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
