"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10328","mdmprint.ru - Проверка меню каталога","Mobile Chrome","Tue Jun 10 09:19:41 MSK 2025","passed","Tue Jun 10 09:19:52 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5840","vea.ru - Проверка меню услуг","Desktop Chrome","Tue Jun 10 09:19:13 MSK 2025","passed","Tue Jun 10 09:19:19 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4748","sequoiapay.io - Проверка главной страницы","Desktop Chrome","Tue Jun 10 09:19:24 MSK 2025","passed","Tue Jun 10 09:19:29 MSK 2025","Проверка работоспособности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","21454","mdmprint.ru - Проверка поиска","Mobile Chrome","Tue Jun 10 09:20:00 MSK 2025","passed","Tue Jun 10 09:20:21 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5777","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Mobile Chrome","Tue Jun 10 09:22:02 MSK 2025","passed","Tue Jun 10 09:22:08 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","17319","copy.ru - Проверка главной страницы","Mobile Chrome","Tue Jun 10 09:20:21 MSK 2025","passed","Tue Jun 10 09:20:38 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","15258","copy.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","Tue Jun 10 09:20:55 MSK 2025","passed","Tue Jun 10 09:21:11 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7836","mdmprint.ru - Проверка главной страницы","Mobile Chrome","Tue Jun 10 09:19:34 MSK 2025","passed","Tue Jun 10 09:19:41 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7026","litera.studio - Проверка бургер-меню","Mobile Chrome","Tue Jun 10 09:22:25 MSK 2025","passed","Tue Jun 10 09:22:32 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5262","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Desktop Chrome","Tue Jun 10 09:18:16 MSK 2025","passed","Tue Jun 10 09:18:21 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10598","1-tm.ru - Проверка поиска","Desktop Chrome","Tue Jun 10 09:18:21 MSK 2025","passed","Tue Jun 10 09:18:32 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","16372","copy.ru - Проверка меню каталога","Desktop Chrome","Tue Jun 10 09:17:06 MSK 2025","passed","Tue Jun 10 09:17:23 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7891","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","Tue Jun 10 09:19:52 MSK 2025","passed","Tue Jun 10 09:20:00 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6403","1-tm.ru - Проверка бургер-меню","Mobile Chrome","Tue Jun 10 09:21:55 MSK 2025","passed","Tue Jun 10 09:22:02 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6449","1-tm.ru - Проверка бургер-меню","Desktop Chrome","Tue Jun 10 09:18:09 MSK 2025","passed","Tue Jun 10 09:18:16 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","19910","copy.ru - Проверка поиска","Mobile Chrome","Tue Jun 10 09:21:28 MSK 2025","passed","Tue Jun 10 09:21:48 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6255","litera.studio - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","Tue Jun 10 09:18:47 MSK 2025","passed","Tue Jun 10 09:18:53 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7039","vea.ru - Проверка главной страницы","Mobile Chrome","Tue Jun 10 09:22:48 MSK 2025","passed","Tue Jun 10 09:22:55 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7699","mdmprint.ru - Проверка главной страницы","Desktop Chrome","Tue Jun 10 09:16:00 MSK 2025","passed","Tue Jun 10 09:16:07 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5613","vea.ru - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","Tue Jun 10 09:19:19 MSK 2025","passed","Tue Jun 10 09:19:24 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","11372","mdmprint.ru - Проверка меню каталога","Desktop Chrome","Tue Jun 10 09:16:07 MSK 2025","passed","Tue Jun 10 09:16:19 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4828","sequoiapay.io - Проверка главной страницы","Mobile Chrome","Tue Jun 10 09:23:07 MSK 2025","passed","Tue Jun 10 09:23:11 MSK 2025","Проверка работоспособности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7839","1-tm.ru - Проверка главной страницы","Mobile Chrome","Tue Jun 10 09:21:48 MSK 2025","passed","Tue Jun 10 09:21:55 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","8472","1-tm.ru - Проверка главной страницы","Desktop Chrome","Tue Jun 10 09:18:01 MSK 2025","passed","Tue Jun 10 09:18:09 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","9148","litera.studio - Проверка поиска","Mobile Chrome","Tue Jun 10 09:22:39 MSK 2025","passed","Tue Jun 10 09:22:48 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7400","vea.ru - Проверка главной страницы","Desktop Chrome","Tue Jun 10 09:19:06 MSK 2025","passed","Tue Jun 10 09:19:13 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","16272","copy.ru - Проверка главной страницы","Desktop Chrome","Tue Jun 10 09:16:50 MSK 2025","passed","Tue Jun 10 09:17:06 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","3687","sequoiapay.io - Проверка смены языка","Mobile Chrome","Tue Jun 10 09:23:11 MSK 2025","passed","Tue Jun 10 09:23:15 MSK 2025","Проверка работоспособности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","22924","copy.ru - Проверка поиска","Desktop Chrome","Tue Jun 10 09:17:38 MSK 2025","passed","Tue Jun 10 09:18:01 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
