"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17175","copy.ru - Проверка поиска","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","18815","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6922","1-tm.ru - Проверка главной страницы","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","17359","litera.studio - Проверка главной страницы","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","26494","mdmprint.ru - Проверка поиска","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5041","vea.ru - Проверка меню услуг","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6181","vea.ru - Проверка главной страницы","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","19673","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5909","sequoiapay.io - Проверка главной страницы","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6279","1-tm.ru - Проверка бургер-меню","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4769","vea.ru - Проверка поп-апа ""Оставьте заявку""","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","12525","copy.ru - Проверка меню каталога","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13628","litera.studio - Проверка бургер-меню","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10634","copy.ru - Проверка меню каталога","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","12798","litera.studio - Проверка поп-апа ""Оставьте заявку""","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13318","litera.studio - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","29154","mdmprint.ru - Проверка поиска","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","22936","mdmprint.ru - Проверка главной страницы","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","19040","copy.ru - Проверка поиска","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4208","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","30345","litera.studio - Проверка поиска","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7111","1-tm.ru - Проверка главной страницы","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","9892","1-tm.ru - Проверка поиска","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4341","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","15983","litera.studio - Проверка главной страницы","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","9012","1-tm.ru - Проверка поиска","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","21660","mdmprint.ru - Проверка меню каталога","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","12588","copy.ru - Проверка главной страницы","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10582","copy.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4823","vea.ru - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","8667","copy.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4209","sequoiapay.io - Проверка главной страницы","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","11752","copy.ru - Проверка главной страницы","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","27714","litera.studio - Проверка поиска","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13316","litera.studio - Проверка бургер-меню","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5965","vea.ru - Проверка меню услуг","Mobile Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","23982","mdmprint.ru - Проверка главной страницы","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6391","1-tm.ru - Проверка бургер-меню","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7626","vea.ru - Проверка главной страницы","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","23274","mdmprint.ru - Проверка меню каталога","Desktop Chrome","2026-03-31","passed","2026-03-31","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
