"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8515","litera.studio - Проверка главной страницы","Desktop Chrome","Mon Jul 28 09:23:06 MSK 2025","passed","Mon Jul 28 09:23:15 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10989","litera.studio - Проверка поиска","Mobile Chrome","Mon Jul 28 09:27:40 MSK 2025","passed","Mon Jul 28 09:27:51 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6023","litera.studio - Проверка бургер-меню","Mobile Chrome","Mon Jul 28 09:27:28 MSK 2025","passed","Mon Jul 28 09:27:34 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","3546","vea.ru - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","Mon Jul 28 09:23:47 MSK 2025","passed","Mon Jul 28 09:23:50 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13970","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","Mon Jul 28 09:25:02 MSK 2025","passed","Mon Jul 28 09:25:16 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","15262","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","Mon Jul 28 09:20:57 MSK 2025","passed","Mon Jul 28 09:21:13 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5632","litera.studio - Проверка бургер-меню","Desktop Chrome","Mon Jul 28 09:23:15 MSK 2025","passed","Mon Jul 28 09:23:20 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5901","litera.studio - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","Mon Jul 28 09:23:20 MSK 2025","passed","Mon Jul 28 09:23:26 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","3934","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Mobile Chrome","Mon Jul 28 09:26:56 MSK 2025","passed","Mon Jul 28 09:27:00 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5107","vea.ru - Проверка главной страницы","Mobile Chrome","Mon Jul 28 09:27:51 MSK 2025","passed","Mon Jul 28 09:27:56 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","3788","vea.ru - Проверка меню услуг","Mobile Chrome","Mon Jul 28 09:27:56 MSK 2025","passed","Mon Jul 28 09:28:00 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","3647","vea.ru - Проверка меню услуг","Desktop Chrome","Mon Jul 28 09:23:43 MSK 2025","passed","Mon Jul 28 09:23:47 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4862","sequoiapay.io - Проверка главной страницы","Mobile Chrome","Mon Jul 28 09:28:03 MSK 2025","passed","Mon Jul 28 09:28:08 MSK 2025","Проверка работоспособности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","3584","vea.ru - Проверка поп-апа ""Оставьте заявку""","Mobile Chrome","Mon Jul 28 09:28:00 MSK 2025","passed","Mon Jul 28 09:28:03 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5543","1-tm.ru - Проверка бургер-меню","Mobile Chrome","Mon Jul 28 09:26:50 MSK 2025","passed","Mon Jul 28 09:26:56 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","17283","mdmprint.ru - Проверка главной страницы","Mobile Chrome","Mon Jul 28 09:23:55 MSK 2025","passed","Mon Jul 28 09:24:13 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","19488","copy.ru - Проверка поиска","Mobile Chrome","Mon Jul 28 09:26:24 MSK 2025","passed","Mon Jul 28 09:26:43 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","15115","copy.ru - Проверка меню каталога","Mobile Chrome","Mon Jul 28 09:25:55 MSK 2025","passed","Mon Jul 28 09:26:10 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","16197","copy.ru - Проверка главной страницы","Mobile Chrome","Mon Jul 28 09:25:39 MSK 2025","passed","Mon Jul 28 09:25:55 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6936","1-tm.ru - Проверка главной страницы","Mobile Chrome","Mon Jul 28 09:26:43 MSK 2025","passed","Mon Jul 28 09:26:50 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","16680","mdmprint.ru - Проверка меню каталога","Desktop Chrome","Mon Jul 28 09:20:41 MSK 2025","passed","Mon Jul 28 09:20:57 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","8120","1-tm.ru - Проверка поиска","Mobile Chrome","Mon Jul 28 09:27:00 MSK 2025","passed","Mon Jul 28 09:27:08 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","19798","litera.studio - Проверка главной страницы","Mobile Chrome","Mon Jul 28 09:27:08 MSK 2025","passed","Mon Jul 28 09:27:28 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","16406","copy.ru - Проверка главной страницы","Desktop Chrome","Mon Jul 28 09:21:35 MSK 2025","passed","Mon Jul 28 09:21:51 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","20005","copy.ru - Проверка поиска","Desktop Chrome","Mon Jul 28 09:22:21 MSK 2025","passed","Mon Jul 28 09:22:41 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","8884","1-tm.ru - Проверка поиска","Desktop Chrome","Mon Jul 28 09:22:57 MSK 2025","passed","Mon Jul 28 09:23:06 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5079","vea.ru - Проверка главной страницы","Desktop Chrome","Mon Jul 28 09:23:38 MSK 2025","passed","Mon Jul 28 09:23:43 MSK 2025","Проверка работоспособности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4006","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Desktop Chrome","Mon Jul 28 09:22:53 MSK 2025","passed","Mon Jul 28 09:22:57 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","14040","copy.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","Mon Jul 28 09:26:10 MSK 2025","passed","Mon Jul 28 09:26:24 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","22631","mdmprint.ru - Проверка поиска","Mobile Chrome","Mon Jul 28 09:25:16 MSK 2025","passed","Mon Jul 28 09:25:39 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","21810","mdmprint.ru - Проверка поиска","Desktop Chrome","Mon Jul 28 09:21:13 MSK 2025","passed","Mon Jul 28 09:21:35 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13972","copy.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","Mon Jul 28 09:22:07 MSK 2025","passed","Mon Jul 28 09:22:21 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","16163","copy.ru - Проверка меню каталога","Desktop Chrome","Mon Jul 28 09:21:51 MSK 2025","passed","Mon Jul 28 09:22:07 MSK 2025","Проверка работоспособности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","16707","mdmprint.ru - Проверка меню каталога","Mobile Chrome","Mon Jul 28 09:24:45 MSK 2025","passed","Mon Jul 28 09:25:02 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4445","sequoiapay.io - Проверка главной страницы","Desktop Chrome","Mon Jul 28 09:23:50 MSK 2025","passed","Mon Jul 28 09:23:55 MSK 2025","Проверка работоспособности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","11674","litera.studio - Проверка поиска","Desktop Chrome","Mon Jul 28 09:23:26 MSK 2025","passed","Mon Jul 28 09:23:38 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","18165","mdmprint.ru - Проверка главной страницы","Desktop Chrome","Mon Jul 28 09:20:23 MSK 2025","passed","Mon Jul 28 09:20:41 MSK 2025","Проверка работоспособности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5044","1-tm.ru - Проверка бургер-меню","Desktop Chrome","Mon Jul 28 09:22:48 MSK 2025","passed","Mon Jul 28 09:22:53 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5848","litera.studio - Проверка поп-апа ""Оставьте заявку""","Mobile Chrome","Mon Jul 28 09:27:34 MSK 2025","passed","Mon Jul 28 09:27:40 MSK 2025","Проверка работоспособности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7231","1-tm.ru - Проверка главной страницы","Desktop Chrome","Mon Jul 28 09:22:41 MSK 2025","passed","Mon Jul 28 09:22:48 MSK 2025","Проверка работоспособности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
