"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8003","1-tm.ru - Проверка бургер-меню","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5624","vea.ru - Проверка поп-апа ""Оставьте заявку""","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","10141","copy.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","29510","litera.studio - Проверка поиска","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7271","vea.ru - Проверка главной страницы","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","11425","1-tm.ru - Проверка поиска","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","29378","mdmprint.ru - Проверка меню каталога","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","11709","copy.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5953","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","8122","1-tm.ru - Проверка бургер-меню","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","20062","litera.studio - Проверка поиска","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","4347","sequoiapay.io - Проверка главной страницы","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","26540","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","20051","copy.ru - Проверка поиска","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13804","litera.studio - Проверка бургер-меню","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","22388","mdmprint.ru - Проверка поп-апа ""Быстрый заказ""","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5484","vea.ru - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13851","litera.studio - Проверка поп-апа ""Оставьте заявку""","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","45405","mdmprint.ru - Проверка поиска","Desktop Chrome","2026-04-12","broken","2026-04-12","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13458","litera.studio - Проверка поп-апа ""Оставьте заявку""","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","36408","mdmprint.ru - Проверка поиска","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","14345","litera.studio - Проверка бургер-меню","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","12041","copy.ru - Проверка меню каталога","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","29560","mdmprint.ru - Проверка главной страницы","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5675","vea.ru - Проверка меню услуг","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","13511","copy.ru - Проверка меню каталога","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5205","1-tm.ru - Проверка поп-апа ""Онлайн-консультация""","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","31808","mdmprint.ru - Проверка меню каталога","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","17263","copy.ru - Проверка главной страницы","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","30391","mdmprint.ru - Проверка главной страницы","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > mdmprint.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","8087","1-tm.ru - Проверка главной страницы","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","17115","litera.studio - Проверка главной страницы","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","7979","1-tm.ru - Проверка главной страницы","Desktop Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","14316","copy.ru - Проверка главной страницы","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5789","vea.ru - Проверка меню услуг","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","22062","copy.ru - Проверка поиска","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > copy.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","18031","litera.studio - Проверка главной страницы","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > litera.studio - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","11548","1-tm.ru - Проверка поиска","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > 1-tm.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","6862","vea.ru - Проверка главной страницы","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > vea.ru - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
"","5913","sequoiapay.io - Проверка главной страницы","Mobile Chrome","2026-04-12","passed","2026-04-12","Проверка доступности сайтов > sequoiapay.io - Проверка сайта","sitesWorkabilityCheking.spec.ts","",""
